User_ID,Age,Income_Level,Credit_Score,Investment_Experience,Financial_Knowledge,Risk_Tolerance,Investment_Goals,Time_Horizon,Total_Assets,Total_Liabilities,Number_of_Dependents,Years_of_Investing,Net_Worth,Investment_Strategy
W8F9Y4S9XD,34,Low,686,Novice,Low,High,Speculation,Short-term,5164851,1924549,0,37,3240302,Balanced
O38DBUYHKW,25,Medium,697,Novice,High,Low,Income,Short-term,4779069,1970772,2,25,2808297,Conservative
DAP7S81TYR,43,High,760,Experienced,Low,High,Speculation,Long-term,5048794,2142581,1,14,2906213,Growth-oriented
DSZSC47MY7,69,Medium,634,Novice,Medium,Low,Income,Long-term,5023560,1968493,4,30,3055067,Balanced
QQDAD1L0N1,68,Low,724,Intermediate,High,High,Income,Short-term,4955572,1872862,3,8,3082710,Aggressive
FPPZQE64TY,27,Medium,700,Experienced,Low,High,Preservation,Short-term,4985165,2015095,3,4,2970070,Balanced
518GQ3RYJO,26,Low,708,Intermediate,Medium,High,Speculation,Long-term,4908641,2060784,4,33,2847857,Balanced
LL1153COVG,57,High,694,Novice,Medium,Medium,Speculation,Short-term,5267964,1962975,0,22,3304989,Balanced
0OXPY82KVX,62,Medium,709,Experienced,Low,Low,Preservation,Medium-term,5048830,2061199,2,22,2987631,Growth
2QKT0OESGP,36,Low,733,Novice,Low,Low,Income,Medium-term,4883418,2217612,1,11,2665806,Balanced
U2ULHM3URF,28,Low,768,Intermediate,Low,High,Growth,Short-term,5128102,1946584,0,38,3181518,Balanced
XMI0Z56ZBQ,31,Medium,716,Experienced,Low,Low,Preservation,Long-term,4943945,2017137,1,32,2926808,Balanced
B6FB8YAIKR,49,Low,684,Intermediate,Medium,Low,Income,Medium-term,4978121,1835300,4,10,3142821,Balanced
69OL5ULKHI,62,High,679,Novice,High,Medium,Speculation,Long-term,4927990,2088864,4,34,2839126,Balanced
NAGOW55AWV,50,Low,639,Experienced,High,High,Growth,Medium-term,5090352,2133998,4,4,2956354,Aggressive
FF9XAZHGAT,49,High,780,Intermediate,High,Medium,Income,Medium-term,5202004,2006460,2,13,3195544,Growth-oriented
N4Z4CB3APW,24,Medium,751,Novice,Medium,Low,Preservation,Long-term,4804134,1869307,2,1,2934827,Balanced
51NW99CCXE,20,High,700,Intermediate,Low,Low,Speculation,Long-term,4905510,2004683,0,19,2900827,Balanced
J3NPM7ZSB3,58,Low,762,Novice,Low,Low,Growth,Medium-term,4970550,2034610,2,10,2935940,Balanced
E1VJU9VQTF,64,High,673,Novice,Medium,High,Growth,Long-term,4907291,1922654,1,32,2984637,Balanced
8X3IMKGFLS,45,High,540,Novice,Medium,High,Preservation,Short-term,4900484,2135415,4,6,2765069,Balanced
06ISIKM3BN,39,Medium,619,Experienced,Low,Low,Preservation,Short-term,4862632,1810679,1,6,3051953,Conservative
XOTV79G7J5,62,Medium,647,Intermediate,Low,Medium,Preservation,Long-term,4679156,1950738,4,14,2728418,Balanced
B08RFKVBY4,45,Medium,784,Novice,High,Medium,Growth,Medium-term,4919947,1899396,0,15,3020551,Balanced
Q6EEIXCBY8,50,Medium,692,Experienced,Low,High,Growth,Medium-term,5198730,2032873,0,9,3165857,Growth
QPSHF0VT9J,58,Low,683,Novice,Medium,Low,Preservation,Medium-term,4903561,2042765,1,34,2860796,Income
GKDEYIK2JD,28,High,701,Intermediate,High,Low,Speculation,Long-term,4826603,1928903,2,21,2897700,Balanced
IVW6SJIMEW,23,High,769,Experienced,Medium,High,Preservation,Long-term,5103554,2091271,3,3,3012283,Growth-oriented
RL9WB3CPYB,28,Low,666,Experienced,Medium,High,Income,Medium-term,5187755,1942296,1,15,3245459,Balanced
MYMJK0VF5E,44,Medium,656,Intermediate,Low,Low,Speculation,Long-term,5146094,1839758,1,23,3306336,Balanced
DF5GAU8D1R,39,Medium,773,Experienced,Medium,Low,Income,Long-term,5194873,2164109,4,27,3030764,Balanced
AQRE4OOKP1,54,Medium,749,Experienced,High,Medium,Growth,Short-term,5039826,1863765,0,34,3176061,Growth-oriented
OTHZE5JLAI,68,Low,696,Experienced,Low,Low,Preservation,Medium-term,5052262,1883482,2,29,3168780,Balanced
3OOD65CDJQ,65,Medium,587,Intermediate,High,Low,Speculation,Long-term,4811876,2038282,1,19,2773594,Balanced
HN06QS1CSD,38,Low,673,Novice,High,Medium,Income,Long-term,5028422,2096625,3,4,2931797,Balanced
2EKQ201OVT,55,High,670,Intermediate,Low,Medium,Growth,Short-term,5123502,2076834,3,38,3046668,Balanced
CZWC774I48,36,Medium,771,Experienced,Low,High,Speculation,Medium-term,4988535,2009741,4,1,2978794,Balanced
RYDTX1JKYI,36,High,726,Experienced,Low,Low,Speculation,Short-term,4817334,2091426,1,17,2725908,Conservative
5YLD20DB9R,46,Medium,673,Novice,Medium,High,Preservation,Long-term,4873730,2005918,1,26,2867812,Income
KOHAXHXRCO,20,Medium,636,Experienced,Medium,Medium,Speculation,Long-term,5128722,1991083,0,27,3137639,Balanced
AGQETZN799,67,High,617,Intermediate,High,Low,Preservation,Medium-term,5000538,2079177,0,7,2921361,Balanced
IKLDUY2596,65,Medium,708,Novice,Medium,Low,Speculation,Medium-term,5095480,1875951,4,32,3219529,Balanced
E1Z8F4U0VN,69,Low,743,Intermediate,High,High,Speculation,Short-term,4879367,1912095,1,27,2967272,Aggressive
Z9YNI5VOQU,53,Low,678,Novice,Low,High,Preservation,Short-term,4979165,1982688,0,39,2996477,Balanced
XVDXHO9XL6,34,High,795,Novice,Medium,Low,Income,Medium-term,4755102,2026242,1,33,2728860,Growth-oriented
HALS1FHXIU,67,Low,693,Novice,High,Medium,Preservation,Medium-term,4909355,1733833,0,6,3175522,Balanced
TM4RYKLWEE,32,High,739,Novice,Low,Medium,Income,Medium-term,4854954,1941228,0,18,2913726,Balanced
6E4VE51O70,32,Low,719,Experienced,Low,High,Speculation,Short-term,5044075,2025515,1,38,3018560,Balanced
LSLAKI4HQJ,26,High,707,Novice,High,Medium,Growth,Long-term,5145716,2105392,2,10,3040324,Balanced
SVICLAANOJ,23,Low,648,Intermediate,Medium,Low,Speculation,Short-term,4981644,1884615,2,32,3097029,Conservative
2XZY6WV0R7,22,Low,712,Novice,Medium,Low,Preservation,Long-term,4869147,2098596,1,38,2770551,Balanced
QC8KHHZPEH,61,Medium,702,Experienced,Low,Low,Speculation,Short-term,4828087,1980568,2,11,2847519,Conservative
86AC15HMWS,55,High,724,Novice,High,High,Speculation,Short-term,4967995,1936859,2,35,3031136,Aggressive
7XBSJHQ658,23,High,703,Intermediate,High,Medium,Preservation,Long-term,4833073,2095919,1,25,2737154,Balanced
PULQ4T0783,64,High,694,Novice,Low,High,Income,Long-term,5140446,1910305,2,10,3230141,Income
UPLBTAK2Z3,22,Medium,784,Novice,Medium,Low,Income,Short-term,5029878,2150475,0,0,2879403,Conservative
2U9GYIH7EG,59,Low,713,Novice,Medium,Medium,Income,Long-term,4867660,1941228,4,36,2926432,Balanced
ZDGSAB1KPG,32,Medium,640,Intermediate,Low,Medium,Income,Short-term,5018351,1913384,2,10,3104967,Balanced
JLIR5QQ8AL,34,Low,697,Intermediate,Medium,Low,Speculation,Short-term,5199365,1911744,1,35,3287621,Conservative
3X645VMLU7,42,High,623,Intermediate,High,Medium,Speculation,Medium-term,5010032,2143482,3,2,2866550,Balanced
K34FYRFY4P,44,Low,695,Experienced,Medium,High,Preservation,Long-term,5016786,1881444,3,5,3135342,Balanced
JK9JSRK69A,27,Low,759,Novice,Low,Low,Income,Short-term,5250274,1959822,2,6,3290452,Conservative
YZ7Q6W3MVA,66,Low,749,Novice,Medium,High,Income,Long-term,4854445,2095309,0,23,2759136,Balanced
VU6QRSVC6N,38,Medium,750,Experienced,Low,High,Income,Long-term,5123666,2187915,1,32,2935751,Balanced
SG85Y4P5NX,44,Low,627,Experienced,High,Low,Speculation,Short-term,4942837,1839014,1,9,3103823,Conservative
LVAGO9UUX2,18,Medium,732,Novice,High,Low,Preservation,Long-term,5097498,1914803,0,32,3182695,Balanced
JQHURLFXYX,31,Medium,655,Novice,Medium,High,Speculation,Long-term,4933260,2092153,2,6,2841107,Balanced
ONQDWDKNYH,21,Low,739,Intermediate,Medium,High,Speculation,Medium-term,5078624,1942783,2,11,3135841,Aggressive
K6O28M6EAT,20,Low,733,Novice,High,Low,Growth,Medium-term,5276453,1931785,4,20,3344668,Balanced
XW9OK9Y7K9,28,Medium,679,Novice,High,High,Preservation,Short-term,4982916,2210321,2,16,2772595,Aggressive
GNVNI5HG5S,63,Medium,740,Novice,Low,Medium,Income,Short-term,4890242,1999097,2,9,2891145,Balanced
TOXHFQGSAH,34,Low,738,Experienced,Medium,Low,Speculation,Short-term,5231063,1930920,0,33,3300143,Conservative
H8Y1P7TS80,20,High,712,Intermediate,Low,High,Preservation,Short-term,4903534,1981578,1,9,2921956,Balanced
3MUEU9L3GC,24,Medium,700,Experienced,High,Medium,Growth,Medium-term,5161201,1918858,2,7,3242343,Balanced
HH3NVPB8QA,66,Low,662,Experienced,High,High,Income,Short-term,5142958,2007471,1,20,3135487,Aggressive
AUUBOJKER1,49,High,731,Novice,Low,High,Preservation,Short-term,5030535,1998803,4,23,3031732,Balanced
UNLP1N64KA,46,Medium,648,Novice,Medium,High,Speculation,Long-term,5263019,1950114,4,24,3312905,Growth-oriented
A3YSQEWB2P,38,Medium,659,Experienced,Low,Medium,Income,Short-term,5069593,2010333,0,0,3059260,Balanced
MVVD8X8PMV,24,Medium,759,Novice,High,Medium,Preservation,Long-term,5003223,2050413,1,19,2952810,Balanced
SKWGF9XENR,35,High,724,Novice,Low,Low,Growth,Medium-term,5053831,1936095,1,25,3117736,Balanced
GRAHY4PRDQ,69,High,724,Novice,Low,Medium,Preservation,Long-term,4933290,1963057,4,34,2970233,Balanced
XDIIWRFRB1,38,High,685,Intermediate,Medium,Medium,Growth,Long-term,5243921,1819037,3,36,3424884,Balanced
8J4WZSFQVD,45,Medium,793,Experienced,High,High,Preservation,Medium-term,5255454,1923506,3,16,3331948,Aggressive
P6IZG03EUW,36,Medium,767,Experienced,Low,High,Preservation,Long-term,4780632,1809284,3,25,2971348,Balanced
UEW6RMSXIP,68,Low,647,Intermediate,Medium,Low,Income,Long-term,5100374,2114446,4,36,2985928,Balanced
HCUTWIZ6YI,23,Low,690,Intermediate,Medium,High,Preservation,Medium-term,4938192,1994330,1,18,2943862,Balanced
AGJGDSCGLG,37,Medium,682,Novice,Low,Medium,Growth,Medium-term,4819757,2009208,2,27,2810549,Balanced
C8GC6AOGSX,67,Low,669,Intermediate,High,Low,Preservation,Medium-term,4845262,2065739,4,1,2779523,Balanced
Q7KU63E1QR,19,High,696,Experienced,Medium,Low,Speculation,Short-term,4723778,1948041,0,20,2775737,Conservative
ENHAT9E95F,33,Medium,739,Novice,Medium,Medium,Preservation,Medium-term,5110303,2022880,0,0,3087423,Balanced
WN072MA612,34,High,674,Intermediate,Low,Low,Income,Short-term,5014776,2127432,1,16,2887344,Conservative
29UOC1G2QQ,31,Medium,722,Novice,Medium,Low,Income,Long-term,4910150,1967471,4,12,2942679,Balanced
02X7Q4E183,26,Low,689,Novice,High,Low,Growth,Short-term,5094340,2078974,3,22,3015366,Conservative
CSOXWZPC2U,60,High,699,Intermediate,High,Low,Preservation,Short-term,4884978,1931761,0,7,2953217,Conservative
XWQ1R486HO,55,High,689,Experienced,High,High,Growth,Long-term,4838469,1998542,2,2,2839927,Aggressive
3OW7L9M3XA,69,Medium,671,Novice,Medium,Medium,Speculation,Short-term,5171230,2068742,3,14,3102488,Balanced
G4VJWETCP3,22,Low,768,Experienced,High,High,Preservation,Long-term,5036419,2073605,4,6,2962814,Aggressive
CWJ540WPMB,48,High,682,Intermediate,Low,Low,Speculation,Medium-term,4774409,2137187,4,11,2637222,Balanced
OWVDOBMMYO,56,High,778,Intermediate,Low,Medium,Income,Long-term,5031824,2022978,1,22,3008846,Growth-oriented
CHW05FOSI6,24,High,747,Intermediate,High,Low,Speculation,Long-term,5282475,1864873,2,26,3417602,Balanced
GSPVWMX7VF,69,Medium,698,Experienced,Medium,Medium,Speculation,Medium-term,5265343,1885242,0,29,3380101,Balanced
CP3CP0ABFL,67,Low,650,Intermediate,Low,High,Preservation,Long-term,4999523,2150699,1,14,2848824,Balanced
PYO6N0470U,61,Medium,773,Intermediate,High,Low,Income,Short-term,5028223,1991657,2,28,3036566,Conservative
BPYZFI2QNY,43,Medium,627,Novice,Low,Medium,Income,Short-term,5011973,1905001,4,4,3106972,Growth-oriented
2ZSEEOI25R,50,Low,621,Novice,Medium,High,Preservation,Medium-term,5068722,1849796,1,4,3218926,Balanced
Z0A462MWVG,49,Medium,688,Novice,High,High,Growth,Long-term,5039634,2011806,0,11,3027828,Aggressive
52MLVS0BS5,60,Medium,684,Experienced,Low,High,Growth,Short-term,5139598,1962583,4,24,3177015,Balanced
HSYFJAO773,19,High,770,Experienced,High,Low,Speculation,Short-term,4925244,2053036,2,21,2872208,Conservative
BBZ9N6X3IZ,45,Medium,715,Novice,High,Low,Income,Medium-term,4975042,2145322,4,33,2829720,Balanced
VBXZRGB89Q,18,High,697,Intermediate,High,Medium,Speculation,Short-term,4862826,2029602,3,23,2833224,Balanced
821H9KQ1BM,18,Low,721,Novice,High,Low,Growth,Medium-term,5147700,1967688,2,1,3180012,Growth-oriented
V6IG6DK83H,33,High,697,Novice,High,High,Preservation,Long-term,5031755,2070412,2,23,2961343,Aggressive
Q8FM739AAD,18,Low,663,Experienced,Medium,Medium,Growth,Long-term,4905576,1950834,4,7,2954742,Preservation
6BOFE53ZRD,52,High,728,Experienced,Medium,Medium,Preservation,Medium-term,5336316,1900122,1,9,3436194,Preservation
JM1TYU58TQ,57,Medium,726,Experienced,High,Medium,Income,Long-term,4980446,2010502,4,36,2969944,Balanced
6I7SIYT6HX,44,High,686,Novice,Low,Medium,Income,Medium-term,5074964,2008525,1,2,3066439,Conservative
YBOTI3O4EX,51,Low,698,Experienced,High,Low,Preservation,Long-term,5142494,1966212,2,38,3176282,Balanced
2DQ8S2P7TJ,67,Medium,670,Novice,Medium,Medium,Speculation,Medium-term,5108795,1729434,1,7,3379361,Balanced
W0XL5X75CX,19,High,785,Intermediate,Low,Low,Speculation,Short-term,5042469,1926302,2,25,3116167,Conservative
DD9SNILQWQ,49,Medium,683,Intermediate,High,Low,Speculation,Long-term,4938645,2009311,3,31,2929334,Balanced
C0NTQVHQOR,44,Medium,823,Experienced,Medium,Medium,Growth,Short-term,5166613,1853680,3,19,3312933,Balanced
JDLBU33S6C,53,Low,667,Novice,Low,Low,Growth,Short-term,5335705,2008666,2,15,3327039,Conservative
BMQ18Q2HY1,60,Medium,704,Experienced,Low,Low,Growth,Long-term,5207101,2014054,1,15,3193047,Balanced
WJZKYPUELB,45,Low,763,Novice,High,Medium,Preservation,Medium-term,4948894,2024219,0,16,2924675,Balanced
XEID30AYSS,38,Medium,743,Experienced,Low,High,Income,Medium-term,5074560,2029235,4,30,3045325,Balanced
EL58ZK2MWM,37,High,753,Experienced,High,Low,Speculation,Short-term,5201342,2154756,1,31,3046586,Conservative
BB5W3HI10T,37,Low,638,Novice,Low,Medium,Income,Short-term,5015610,2089071,1,29,2926539,Balanced
JAJIY92SOR,27,Low,730,Novice,Medium,Medium,Speculation,Short-term,4970558,1975142,3,30,2995416,Balanced
Z6EVM0G2D6,23,Medium,750,Novice,Low,Low,Preservation,Short-term,4899028,2081994,2,11,2817034,Conservative
GIEEYIWH2Q,65,High,720,Experienced,High,Low,Growth,Long-term,5059475,2035547,4,17,3023928,Balanced
MUE24G99W1,20,Medium,671,Intermediate,Medium,Low,Speculation,Long-term,5249764,1853583,4,7,3396181,Balanced
9I52AOFJOO,49,Low,698,Novice,Medium,Low,Preservation,Medium-term,4896977,1930143,0,20,2966834,Balanced
RZ3BU2IC35,29,Low,766,Intermediate,Low,Medium,Income,Short-term,4863495,1933390,1,29,2930105,Balanced
S9O0AXBPI8,67,Low,699,Experienced,Medium,Low,Growth,Short-term,5235943,1976799,4,22,3259144,Conservative
M5FXDMGQ2U,35,Low,703,Experienced,Low,Medium,Preservation,Medium-term,4983814,1985556,4,6,2998258,Balanced
QFQ7FYNQ9W,22,Low,756,Novice,Low,Low,Income,Medium-term,4869700,1980912,4,26,2888788,Preservation
B8BQHRKNBD,33,Medium,771,Intermediate,Low,High,Preservation,Long-term,5032069,2058244,1,16,2973825,Balanced
4KD89OAA3R,19,High,747,Novice,Medium,High,Preservation,Long-term,4877877,2060541,1,26,2817336,Balanced
XRUEDZLBHF,18,Low,726,Experienced,Low,Medium,Preservation,Long-term,4811200,2095735,4,12,2715465,Balanced
8X8PRIJP81,21,Medium,758,Novice,Medium,High,Growth,Long-term,4848038,1938347,0,14,2909691,Growth
UZIA19V1OT,20,High,660,Experienced,Low,Medium,Speculation,Long-term,4984033,1848384,2,30,3135649,Balanced
SRRE4BKTKC,24,Low,692,Experienced,Low,Medium,Preservation,Short-term,5206168,2086233,2,25,3119935,Conservative
G8F3F0JUGB,18,High,634,Novice,High,Low,Preservation,Short-term,4916642,1977788,1,21,2938854,Conservative
XUM4P0MULA,20,Low,684,Novice,Medium,Low,Preservation,Medium-term,4787249,1837028,0,12,2950221,Balanced
3F7GL8KA7J,32,High,696,Novice,High,High,Income,Long-term,5074556,2037899,3,13,3036657,Aggressive
POL6O6MM84,52,High,682,Novice,Low,High,Growth,Medium-term,4981035,1884616,1,3,3096419,Balanced
XZQTLNTNG7,62,Low,711,Novice,Low,Low,Speculation,Short-term,4895707,2055953,3,27,2839754,Conservative
PXXEI3OOF2,49,High,715,Experienced,High,Low,Speculation,Long-term,5118135,2035341,4,7,3082794,Balanced
QY2BWF1VVA,48,Low,747,Novice,Medium,Low,Preservation,Short-term,5144520,1902956,0,37,3241564,Conservative
0A08MMPVBB,47,Low,637,Novice,Medium,High,Income,Short-term,4986892,2021112,3,11,2965780,Balanced
LLFUUCXD6C,35,Medium,637,Intermediate,High,Low,Preservation,Short-term,5072451,2042153,4,3,3030298,Conservative
PY1HDIDJS4,22,Low,618,Novice,High,Medium,Growth,Medium-term,4689537,2039107,3,28,2650430,Balanced
DYVA62KC28,18,Low,636,Intermediate,High,Low,Preservation,Medium-term,4955726,2012999,1,6,2942727,Balanced
C9HCB784SA,21,High,645,Intermediate,Medium,Medium,Speculation,Long-term,5289126,2015244,2,6,3273882,Balanced
Z4I8WTL7HD,55,High,711,Intermediate,Low,Medium,Income,Medium-term,4960168,1927029,3,9,3033139,Balanced
6SW2IJD43Q,41,Low,681,Experienced,Medium,Medium,Preservation,Medium-term,4921302,1940058,3,15,2981244,Balanced
ZWF1UOQY9D,21,Low,758,Experienced,High,High,Growth,Long-term,5104420,2019007,2,29,3085413,Aggressive
YF46673DLP,57,High,800,Novice,Medium,Medium,Preservation,Short-term,4828966,1859416,3,37,2969550,Growth-oriented
A4Q5SJBSTT,24,Medium,738,Novice,High,Medium,Preservation,Short-term,4879776,2089733,2,32,2790043,Balanced
UAM45WE3FN,27,Low,650,Experienced,Medium,Medium,Preservation,Short-term,5070588,2202909,0,14,2867679,Balanced
1PKIAZG4DJ,34,Low,589,Intermediate,Medium,High,Preservation,Medium-term,5199154,2038625,3,33,3160529,Balanced
J1KT2J7W23,37,Medium,691,Intermediate,Low,High,Preservation,Long-term,5142314,2096591,4,36,3045723,Balanced
DMFVP7P8CE,37,Medium,664,Experienced,Medium,Medium,Growth,Short-term,4981604,2254497,4,8,2727107,Aggressive
AROFL0JN4H,38,High,675,Experienced,Medium,Low,Growth,Medium-term,5335821,2093075,2,32,3242746,Balanced
PI7BMRNLUF,59,Medium,628,Intermediate,High,Low,Income,Long-term,5139244,1966093,4,0,3173151,Balanced
Z0YJR9Y83B,19,Medium,752,Experienced,High,Low,Growth,Medium-term,5125380,1960571,0,28,3164809,Growth
JF37DDP5IS,48,Low,709,Experienced,Medium,High,Preservation,Short-term,5085944,2003105,0,39,3082839,Balanced
2OJZSO2VB2,49,Medium,622,Experienced,Medium,Low,Speculation,Medium-term,5197584,2151074,2,18,3046510,Balanced
BSVBQKJ3FA,57,Low,687,Intermediate,High,High,Speculation,Short-term,4890447,1955784,4,31,2934663,Aggressive
E8ISR3QWX4,45,Medium,729,Novice,High,High,Speculation,Short-term,5027368,1994467,2,32,3032901,Aggressive
QAUSYF9R1H,50,Medium,605,Intermediate,Medium,Low,Growth,Medium-term,4895504,2126412,3,27,2769092,Balanced
9AFQS1QATV,39,High,678,Experienced,High,Low,Income,Short-term,4867913,2087686,4,9,2780227,Conservative
IT91YDKXQ7,63,High,779,Experienced,High,Medium,Speculation,Long-term,5111166,1926464,2,0,3184702,Growth-oriented
Q83NS8XG2X,54,Low,650,Novice,Medium,High,Preservation,Long-term,5034578,1923881,2,24,3110697,Balanced
1OA0IZ0DO7,19,High,595,Intermediate,Medium,Medium,Speculation,Short-term,5014700,1957838,2,15,3056862,Balanced
BKI5N4V4BC,57,Low,745,Intermediate,High,Medium,Speculation,Medium-term,5120091,2163348,3,14,2956743,Balanced
V2TOGAU6FV,21,Medium,717,Experienced,Medium,High,Speculation,Short-term,5039182,1952222,3,18,3086960,Balanced
N54WOVNOQB,60,Low,628,Novice,Medium,High,Speculation,Long-term,5153105,2013539,0,19,3139566,Balanced
S7WNMPV9UD,38,High,708,Intermediate,High,Low,Preservation,Short-term,4992707,1939691,3,2,3053016,Conservative
KSXDXIVTSK,61,Low,713,Intermediate,Medium,Low,Preservation,Medium-term,4980559,2023964,0,14,2956595,Balanced
6ABWYADVXD,39,Low,583,Intermediate,Low,Medium,Preservation,Medium-term,4969302,2117566,0,14,2851736,Balanced
6FVY320M27,34,Low,661,Experienced,High,Medium,Preservation,Short-term,5045879,1974747,3,26,3071132,Balanced
C8MKQVIYDB,28,High,677,Novice,Medium,Low,Growth,Short-term,5015108,2027252,0,4,2987856,Conservative
L9G0B3VK3R,18,Low,713,Intermediate,Low,Low,Income,Long-term,4726261,2008348,1,33,2717913,Balanced
QEAV8DJTHU,47,Low,611,Experienced,Low,High,Preservation,Medium-term,5086823,1918762,3,3,3168061,Balanced
QOP85UYKPM,26,Low,795,Intermediate,High,High,Speculation,Medium-term,5082582,2096309,3,34,2986273,Aggressive
QM148HSJFW,58,Medium,683,Experienced,Low,High,Growth,Medium-term,5124252,2092267,1,10,3031985,Balanced
VLZTRJENDR,31,Medium,724,Experienced,Low,High,Preservation,Short-term,5350212,2109336,0,32,3240876,Balanced
KA58Z9VM7W,22,High,672,Intermediate,Medium,High,Income,Short-term,4942687,1978422,2,35,2964265,Balanced
TF4553FEVO,21,High,652,Experienced,Medium,Medium,Income,Medium-term,4900015,2129579,2,9,2770436,Balanced
O9PONLLHIG,20,Medium,732,Intermediate,High,Low,Income,Short-term,4895206,2000356,0,7,2894850,Conservative
8QXGNDPTDI,20,Medium,682,Novice,Medium,High,Preservation,Long-term,5082858,2127369,1,12,2955489,Balanced
VMJY6PDW41,23,Low,654,Novice,High,Low,Speculation,Long-term,5088459,2059136,1,26,3029323,Balanced
VLLWLOEUL5,68,High,720,Experienced,High,Medium,Growth,Long-term,4732214,1993044,4,28,2739170,Balanced
VO4QXXTLE8,59,Low,729,Intermediate,Medium,Medium,Income,Long-term,5226387,1923203,1,17,3303184,Balanced
MVAPJQ0TVC,27,Medium,613,Intermediate,Medium,Low,Growth,Long-term,5085673,1862358,1,22,3223315,Balanced
TQRW5QYKTZ,66,High,762,Intermediate,Low,Medium,Growth,Short-term,5051964,1881323,3,8,3170641,Growth-oriented
T5BLXHGHTU,28,High,689,Novice,High,Medium,Speculation,Long-term,5044379,2045961,3,39,2998418,Balanced
Y8UXJ98NTB,21,High,775,Intermediate,Low,High,Growth,Medium-term,5313875,2065405,4,2,3248470,Growth-oriented
8RYBOSMCAF,45,Medium,690,Novice,Low,High,Income,Medium-term,4965177,2008697,2,3,2956480,Balanced
52IIDC0SPQ,57,High,668,Intermediate,Low,Medium,Growth,Short-term,4978489,2081153,2,1,2897336,Balanced
8TB8SEABI8,45,Low,708,Experienced,High,Medium,Income,Long-term,5085921,1879119,4,18,3206802,Balanced
4R4AK3B2C8,41,Medium,714,Novice,High,Low,Speculation,Short-term,4967184,2160897,0,11,2806287,Conservative
ISGJ7YSO3Z,51,Low,788,Intermediate,Medium,Medium,Preservation,Medium-term,4928608,1939488,1,24,2989120,Income
IV0RXPLJCA,38,High,722,Intermediate,High,Low,Preservation,Long-term,5017655,1990711,4,17,3026944,Balanced
QPV9825B52,25,High,707,Intermediate,Medium,Low,Growth,Medium-term,5030200,1812879,3,11,3217321,Balanced
VRU1QTDDCG,44,High,622,Intermediate,High,High,Preservation,Long-term,5089727,1945565,2,9,3144162,Aggressive
N865OF0JS4,40,High,674,Experienced,Medium,High,Speculation,Long-term,4703000,2023155,4,9,2679845,Balanced
W9DUU35TNZ,25,High,659,Experienced,High,Medium,Growth,Long-term,5037935,1917858,2,31,3120077,Balanced
DBBGWKH0B4,65,Medium,763,Intermediate,Low,High,Income,Medium-term,4917847,2042055,3,35,2875792,Income
BDN33E9IP3,52,Medium,691,Experienced,Low,Medium,Growth,Short-term,4974041,1944546,2,21,3029495,Balanced
GX4HUTWDEK,64,High,678,Intermediate,Low,High,Preservation,Short-term,4732177,1875042,0,11,2857135,Balanced
3NZ1UMGE8S,65,Low,646,Experienced,Medium,Medium,Income,Medium-term,4824413,2067020,2,5,2757393,Balanced
QT28XWLDEU,64,Medium,694,Novice,Low,Medium,Growth,Medium-term,4946275,1981579,3,33,2964696,Balanced
6TX0EJALLC,30,High,662,Novice,Low,High,Income,Long-term,5057261,1972457,1,10,3084804,Balanced
M5UPLT0CWQ,37,High,632,Intermediate,Low,Medium,Growth,Medium-term,5112680,1906087,1,2,3206593,Balanced
H6MEI62IQL,37,High,694,Intermediate,High,High,Income,Long-term,4984586,2058808,2,30,2925778,Aggressive
7ZNUQ3JISP,62,Low,632,Novice,High,High,Income,Long-term,5095308,1956995,2,37,3138313,Aggressive
3LPODDX5TF,62,Medium,597,Intermediate,Medium,High,Income,Short-term,5209404,2023524,0,17,3185880,Balanced
99XQQDGICY,40,Low,638,Novice,Low,Low,Speculation,Medium-term,4817343,1983916,0,3,2833427,Balanced
LAK81J0E1A,20,High,633,Novice,Medium,Medium,Speculation,Short-term,4808555,1952559,0,23,2855996,Balanced
VLHNY82V0U,32,Medium,701,Novice,Medium,Low,Income,Medium-term,5042442,1941875,2,11,3100567,Balanced
8OREHNS0IQ,22,Low,724,Intermediate,High,Low,Income,Medium-term,4951664,2045868,2,14,2905796,Balanced
2VDBKUTCO4,32,Low,773,Intermediate,Medium,Medium,Preservation,Short-term,4703177,1947827,1,36,2755350,Balanced
XWVQ5BKC4K,48,Medium,626,Intermediate,High,Medium,Preservation,Medium-term,5177785,2081936,3,29,3095849,Balanced
SXDWUM78VA,48,High,708,Experienced,Low,Low,Income,Medium-term,4878192,1986829,0,32,2891363,Balanced
Z37SVU1PP4,39,High,647,Intermediate,Low,High,Preservation,Medium-term,5030257,1842356,4,1,3187901,Balanced
ZG38O24E4B,34,Low,685,Experienced,Low,High,Growth,Short-term,4883326,2026813,4,28,2856513,Balanced
U2Q0QCGKZR,36,Low,696,Experienced,Medium,High,Speculation,Short-term,5019873,1936135,4,15,3083738,Balanced
YYW7JAU7XY,50,Low,692,Experienced,Low,Low,Growth,Long-term,4737040,2045253,4,13,2691787,Balanced
DJCBF4GKRS,67,Medium,746,Experienced,High,Medium,Speculation,Long-term,4942398,1762372,1,4,3180026,Balanced
ORE8MH4C57,35,Medium,693,Intermediate,High,Low,Speculation,Long-term,5082724,2013067,3,33,3069657,Balanced
5QP17MUF11,28,High,687,Novice,High,Medium,Growth,Medium-term,4863760,1994534,3,37,2869226,Conservative
